title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
"Murder by Numbers",movie,"Crime, Mystery, Thriller",2002,tt0264935,6.2,64701,
"High Plains Drifter",movie,"Drama, Mystery, Western",1973,tt0068699,7.4,69054,
"Perched on a Tree",movie,Comedy,1971,tt0066423,6.3,3696,
"Saw V",movie,"Horror, Thriller",2008,tt1132626,5.8,144036,
"Superhero Movie",movie,"Action, Comedy, Sci-Fi",2008,tt0426592,4.7,80494,
"Dolores Claiborne",movie,"Crime, Drama, Mystery",1995,tt0109642,7.4,51046,
Clockwise,movie,Comedy,1986,tt0090852,6.6,14292,
"Young Guns",movie,"Action, Drama, Western",1988,tt0096487,6.8,71372,
"The Rainmaker",movie,"Crime, Drama, Thriller",1997,tt0119978,7.2,87116,
"Queen of the Damned",movie,"Drama, Fantasy, Horror",2002,tt0238546,5.3,62556,
"Look Who's Talking Now",movie,"Comedy, Family, Romance",1993,tt0107438,4.4,31865,
"Betty Blue",movie,"Drama, Romance",1986,tt0090563,7.3,24294,
"Love Me Tomorrow",movie,"Comedy, Drama, Romance",2005,tt0472767,6.2,1706,
"Lilya 4-Ever",movie,"Crime, Drama",2002,tt0300140,7.8,52862,
"Jackass Number Two",movie,"Action, Comedy, Documentary",2006,tt0493430,7,81802,
"Kramer vs. Kramer",movie,Drama,1979,tt0079417,7.8,161634,
"The Quick and the Dead",movie,"Action, Drama, Romance",1995,tt0114214,6.5,108626,
"Les Spécialistes",movie,"Action, Adventure, Crime",1985,tt0088167,6.4,1287,
"Body of Lies",movie,"Action, Drama, Thriller",2008,tt0758774,7,245978,
"Step Brothers",movie,Comedy,2008,tt0838283,6.9,332151,
"The Crocodiles",movie,"Adventure, Family",2009,tt0803100,6.2,1740,
"3000 Miles to Graceland",movie,"Action, Comedy, Crime",2001,tt0233142,6,50124,
"Dennis the Menace",movie,"Comedy, Family",1993,tt0106701,5.7,67311,
"Ghost in the Shell 2: Innocence",movie,"Animation, Drama, Mystery",2004,tt0347246,7.4,41736,
"The Missing",movie,"Adventure, Drama, Thriller",2003,tt0338188,6.5,40559,
"White Chicks",movie,"Comedy, Crime",2004,tt0381707,5.9,180000,
"Wyatt Earp",movie,"Adventure, Biography, Drama",1994,tt0111756,6.7,57496,
"The Hurt Locker",movie,"Drama, Thriller, War",2008,tt0887912,7.5,485874,
"The Art of Negative Thinking",movie,"Comedy, Drama",2006,tt0945356,7,3830,
"The Other Boleyn Girl",movie,"Biography, Drama, History",2008,tt0467200,6.7,124173,
"Four Christmases",movie,"Comedy, Drama, Romance",2008,tt0369436,5.7,85042,
Reprise,movie,Drama,2006,tt0827517,7.3,16433,
"Edge of Darkness",movie,"Action, Adventure, Drama",2010,tt1226273,6.6,101772,
"Dead Certain",movie,"Crime, Drama, Mystery",1981,tt0083255,6.4,279,
"Verses of Love",movie,"Drama, Romance",2008,tt1198186,6.9,1338,
"Red Cliff",movie,"Action, Adventure, Drama",2008,tt0425637,7.3,49605,
"Slumdog Millionaire",movie,"Crime, Drama, Romance",2008,tt1010048,8,897053,
Ponyo,movie,"Adventure, Animation, Comedy",2008,tt0876563,7.6,176367,
"The Nanny Diaries",movie,"Comedy, Drama, Romance",2007,tt0489237,6.2,66293,
"Underworld: Rise of the Lycans",movie,"Action, Fantasy, Thriller",2009,tt0834001,6.5,172267,
"Harry Potter and the Deathly Hallows: Part 1",movie,"Adventure, Family, Fantasy",2010,tt0926084,7.7,634397,
"Harry Potter and the Deathly Hallows: Part 2",movie,"Adventure, Family, Fantasy",2011,tt1201607,8.1,1002941,
"All or Nothing",movie,Drama,2002,tt0286261,7.5,11911,
"Grave of the Fireflies",movie,"Animation, Drama, War",1988,tt0095327,8.5,353444,
"The Twilight Samurai",movie,"Drama, Romance",2002,tt0351817,8.1,26448,
"Le Guignolo",movie,"Action, Comedy",1980,tt0079252,5.9,2670,
"Jimmy Neutron: Boy Genius",movie,"Action, Adventure, Animation",2001,tt0268397,6.1,39568,
Dalecarlians,movie,"Comedy, Drama",2004,tt0439695,6.4,4308,
"Random Hearts",movie,"Drama, Mystery, Romance",1999,tt0156934,5.4,24808,
"The House Bunny",movie,Comedy,2008,tt0852713,5.6,93326,
"Il Mare",movie,"Drama, Fantasy, Romance",2000,tt0282599,7.5,9834,
"The Backwoods",movie,"Drama, Horror, Thriller",2006,tt0473333,5.7,5981,
Appaloosa,movie,"Crime, Drama, Romance",2008,tt0800308,6.7,66657,
"Dominion: Prequel to the Exorcist",movie,"Drama, Horror, Thriller",2005,tt0449086,5.1,14408,
"Smokey and the Bandit II",movie,"Action, Adventure, Comedy",1980,tt0081529,5.3,18496,
"Stealing Harvard",movie,"Comedy, Crime",2002,tt0265808,5.1,14043,
"Johnny Stecchino",movie,"Comedy, Crime, Romance",1991,tt0102164,7.2,12050,
"Swept Away",movie,"Comedy, Romance",2002,tt0291502,3.6,18412,
"The Duchess",movie,"Biography, Drama, History",2008,tt0864761,6.9,89281,
"An American Crime",movie,"Biography, Crime, Drama",2007,tt0802948,7.2,39090,
Felon,movie,"Action, Drama, Thriller",2008,tt1117385,7.4,86432,
"Eagle Eye",movie,"Action, Mystery, Thriller",2008,tt1059786,6.6,198884,
"The Invisible",movie,"Drama, Fantasy, Thriller",2002,tt0298491,6.4,3380,
"Du jour au lendemain",movie,Comedy,2006,tt0465177,5.4,980,
"Punisher: War Zone",movie,"Action, Crime, Drama",2008,tt0450314,5.9,69471,
"Heart of Stone",movie,"Family, Fantasy, Romance",1950,tt0042627,7.3,735,
Aamir,movie,"Action, Crime, Drama",2008,tt1241195,7.6,11803,
"Lilla Jönssonligan och stjärnkuppen",movie,Family,2006,tt0497932,2.8,518,
Kenny,movie,Comedy,2006,tt0822389,7.2,7488,
"Georgia Rule",movie,"Comedy, Drama",2007,tt0791304,5.9,28446,
"Big Stan",movie,"Action, Comedy",2007,tt0490086,6.2,49880,
Watchmen,movie,"Action, Drama, Mystery",2009,tt0409459,7.6,599844,
"Gran Torino",movie,Drama,2008,tt1205489,8.1,842360,
"Atanarjuat: The Fast Runner",movie,Drama,2001,tt0285441,7.4,6997,
"Seraphim Falls",movie,"Action, Drama, Thriller",2006,tt0479537,6.6,35879,
Cleaner,movie,"Crime, Thriller",2007,tt0896798,6.1,46874,
"Lakeview Terrace",movie,"Crime, Drama, Thriller",2008,tt0947802,6.2,57998,
"The Goose Princess",movie,"Family, Fantasy",1989,tt0095210,6.7,213,
"Das Zaubermännchen",movie,"Family, Fantasy",1960,tt0307693,6.3,153,
"Let the Right One In",movie,"Drama, Fantasy, Horror",2008,tt1139797,7.8,234082,
"Harold & Kumar Escape from Guantanamo Bay",movie,"Adventure, Comedy",2008,tt0481536,6.5,144374,
"Bad News Bears",movie,"Comedy, Sport",2005,tt0408524,5.8,23546,
"A Chinese Odyssey: Part One - Pandora's Box",movie,"Action, Adventure, Comedy",1995,tt0112778,7.5,9029,
"Brighton Rock",movie,"Crime, Drama, Film-Noir",1948,tt0039220,7.3,7366,
"Ricomincio da tre",movie,Comedy,1981,tt0081427,7.4,3128,
"Transporter 3",movie,"Action, Thriller",2008,tt1129442,6.1,182180,
"Always: Sunset on Third Street",movie,"Comedy, Drama, Family",2005,tt0488870,7.7,2585,
"13: Game of Death",movie,"Crime, Drama, Horror",2006,tt0883995,6.6,6602,
"Angels & Demons",movie,"Mystery, Thriller",2009,tt0808151,6.7,319136,
Push,movie,"Action, Sci-Fi, Thriller",2009,tt0465580,6.1,117880,
"October Sky",movie,"Biography, Drama, Family",1999,tt0132477,7.8,102997,
"Star Trek",movie,"Action, Adventure, Sci-Fi",2009,tt0796366,7.9,630460,
"When in Rome",movie,"Comedy, Romance",2010,tt1185416,5.5,66333,
